データコード,MD02'MAMS1ANM2C,MD02'MAMS1AN01,MD02'MAMS1ANC,MD02'MAMS1AND,MD02'MAMS1ANQ,MD02'MAMS1ANCD,MD02'MAMS1AN09NE,MD02'MAMS1ANM3,MD02'MAMS1ANLNE,MD02'MAMS1ANLNE1,MD02'MAMS1ANLN2,MD02'MAMS1ANLN3,MD02'MAMS1ANLN11,MD02'MAMS1ANLN4,MD02'MAMS1ANLN6,MD02'MAMS1ANLN9,MD02'MAMS1ANLN8,MD02'MAMS1ANLN5,MD02'MAMS1ANLN7,MD02'MAMS1ANLN10,MD02'MAMS1ANLN71,MD02'MAMS1ANL,MD02'MAMS1AAM2CX12,MD02'MAMS1AA01X12,MD02'MAMS1AACX12,MD02'MAMS1AADX12,MD02'MAMS1AAQX12,MD02'MAMS1AALNEX12,MD02'MAMS1AALX12,MD02'MAMS1ENM2C,MD02'MAMS1EN01,MD02'MAMS1ENC,MD02'MAMS1END,MD02'MAMS1END1,MD02'MAMS1END2,MD02'MAMS1ENQ,MD02'MAMS1ENQ1,MD02'MAMS1ENQ2,MD02'MAMS1ENCD,MD02'MAMS1EN10NE,MD02'MAMS1ENM3,MD02'MAMS1EN17NE,MD02'MAMS1EN15N,MD02'MAMS1EN16N,MD02'MAMS1EN10,MD02'MAMS1EAM2CX12,MD02'MAMS1EA01X12
1993/06,5101670,1253618,329220,924398,3745015,103037,,,,,,,,,,,,,,,,10009397,5103728,1259101,339275,920532,3743107,,10021356,5160344,1338312,357985,980327,476969,477936,3738076,1176039,2262911,83956,,,,,,8786736,5130098,1306092
1993/07,5128933,1276192,344974,931218,3768377,84364,,,,,,,,,,,,,,,,10074665,5102816,1264731,340693,923262,3744857,,10037430,5185363,1327790,357355,970435,490032,463907,3770836,1173001,2296296,86737,,,,,,8817153,5167219,1338941
1993/08,5122667,1246939,340490,906449,3782455,93273,,,,,,,,,,,,,,,,10064390,5113375,1268705,341536,926313,3748314,,10053604,5097878,1256033,344404,911629,439159,450505,3754787,1162203,2298624,87058,,,,,,8743969,5141630,1314216
1993/09,5109822,1240327,332755,907572,3771936,97559,,,,,,,,,,,,,,,,10070785,5112228,1261115,342833,918747,3750923,,10075541,5168101,1298626,340160,958466,497850,439177,3766043,1204560,2295771,103432,,,,,,8824760,5162504,1323748
1993/10,5093212,1227087,335289,891798,3760164,105961,,,,,,,,,,,,,,,,10076083,5115693,1273368,344643,927924,3736836,,10104426,5142319,1305668,354214,951454,483924,453559,3739629,1189012,2290712,97022,,,,,,8819776,5145916,1326809
1993/11,5065904,1229040,335614,893426,3736465,100399,,,,,,,,,,,,,,,,10064499,5110916,1273413,345185,928137,3729013,,10114901,5077899,1286379,347514,938865,470422,435164,3698412,1148890,2288642,93108,,,,,,8757360,5140475,1332073
1993/12,5168899,1366369,375045,991324,3709952,92578,,,,,,,,,,,,,,,,10193457,5114782,1289091,347299,941253,3732342,,10141494,5268396,1456146,408494,1047652,532937,494828,3725744,1153941,2323756,86506,,,,,,9006086,5170823,1365684
1994/01,5134530,1307932,361883,946049,3738396,88202,,,,,,,,,,,,,,,,10206276,5125230,1292036,347829,944223,3736849,,10177392,5103100,1300842,358931,941911,453251,468254,3716709,1147149,2324285,85549,,,,,,8839018,5158694,1344031
1994/02,5087514,1271471,347790,923681,3730423,85620,,,,,,,,,,,,,,,,10167727,5130318,1301830,350195,951476,3741262,,10203777,5113868,1332282,365904,966378,460277,480243,3700170,1144617,2320134,81416,,,,,,8861582,5165053,1358302
1994/03,5136186,1329473,353463,976010,3718727,87986,,,,,,,,,,,,,,,,10217273,5137675,1308458,351407,957296,3756658,,10228532,5237180,1419744,360578,1059166,525545,481299,3728824,1183580,2316751,88612,,,,,,8994151,5196597,1366760
1994/04,5199297,1348455,351930,996525,3758931,91911,,,,,,,,,,,,,,,,10298397,5176256,1320520,353024,968650,3784362,,10278534,5281035,1451038,380402,1070636,553363,492686,3753668,1216211,2313803,76329,,,,,,9058709,5244028,1388919
1994/05,5177940,1342009,349725,992284,3757835,78096,,,,,,,,,,,,,,,,10287870,5179058,1324432,353778,970581,3781491,,10293453,5162550,1344960,350532,994428,477150,466008,3747314,1184344,2316605,70276,,,,,,8955747,5203765,1371963
1994/06,5177226,1312183,344602,967581,3788266,76777,,,,,,,,,,,,,,,,10314027,5176755,1318111,354929,963931,3780097,,10324752,5254246,1409392,376862,1032530,481721,524968,3775366,1158223,2334161,69488,,,,,,9079031,5221494,1381866
1994/07,5229531,1349533,362447,987086,3805105,74893,,,,,,,,,,,,,,,,10410667,5202167,1338476,358484,979299,3778685,,10371904,5282422,1408937,377847,1031090,504583,508354,3805672,1168718,2360788,67813,,,,,,9143749,5233464,1394675
1994/08,5220963,1321203,358751,962452,3826843,72917,,,,,,,,,,,,,,,,10425976,5212986,1341553,360109,980935,3790820,,10412581,5220610,1336962,367329,969633,455188,493359,3815654,1185875,2364401,67994,,,,,,9092593,5260439,1391453
1994/09,5229133,1326524,356402,970122,3828438,74171,,,,,,,,,,,,,,,,10435484,5234921,1349713,366533,983842,3807636,,10441703,5272995,1363494,364073,999421,495998,482881,3840504,1226286,2368775,68997,,,,,,9141312,5270154,1390357
1994/10,5216164,1300595,353070,947525,3842102,73467,,,,,,,,,,,,,,,,10434568,5244190,1347390,362429,984458,3821734,,10466840,5220940,1330569,363073,967496,458298,491491,3824347,1216833,2368086,66024,,,,,,9107488,5274187,1383709
1994/11,5202999,1297063,351594,945469,3837073,68863,,,,,,,,,,,,,,,,10420578,5249900,1341974,361065,980920,3827907,,10470329,5228681,1350093,363105,986988,474927,478561,3807887,1190847,2370713,70701,,,,,,9119789,5285597,1391830
1994/12,5319064,1433550,390736,1042814,3806735,78779,,,,,,,,,,,,,,,,10571153,5267179,1357339,364004,993070,3828715,,10520469,5414194,1516653,423529,1093124,535281,537252,3824365,1178790,2416223,73176,,,,,,9362766,5308138,1411298
1995/01,5293718,1379996,380042,999954,3835586,78136,,,,,,,,,,,,,,,,10580268,5283914,1361801,364934,996271,3832837,,10551594,5279149,1370757,374042,996715,462529,513279,3831487,1187918,2420440,76905,,,,,,9224465,5337730,1416996
1995/02,5268359,1334345,362664,971681,3846743,87271,,,,,,,,,,,,,,,,10566080,5310140,1364846,364691,999764,3856405,,10604476,5296591,1390049,378345,1011704,458553,526296,3819667,1184950,2422503,86875,,,,,,9252257,5355421,1423216
1995/03,5317307,1389176,368073,1021103,3831127,97004,,,,,,,,,,,,,,,,10628329,5318575,1370201,365792,1004560,3873125,,10642723,5401777,1480161,379583,1100578,520293,526907,3823028,1184171,2420079,98588,,,,,,9364908,5358999,1427780
1995/04,5359432,1423628,367800,1055828,3836984,98820,,,,,,,,,,,,,,,,10693096,5332021,1393615,368591,1025852,3870945,,10672317,5440063,1529177,391232,1137945,562034,548993,3823127,1205979,2411430,87759,,,,,,9429639,5360461,1439008
1995/05,5337038,1420727,367172,1053555,3824504,91807,,,,,,,,,,,,,,,,10686322,5332916,1401009,371177,1029845,3850761,,10686077,5331455,1428307,367154,1061153,480250,523559,3822869,1183745,2408923,80279,,,,,,9326058,5366906,1455964
1995/06,5339064,1404079,362104,1041975,3849664,85321,,,,,,,,,,,,,,,,10703072,5335892,1410028,372159,1038137,3837162,,10710531,5412462,1500952,393269,1107683,490430,586326,3832837,1144384,2419950,78673,,,,,,9438137,5373053,1472930
1995/07,5371342,1446543,378451,1068092,3844041,80758,,,,,,,,,,,,,,,,10778753,5343549,1435606,375189,1059906,3814349,,10740268,5377194,1473330,386277,1087053,485281,571133,3824797,1130957,2431092,79067,,,,,,9414523,5378582,1493711
1995/08,5359924,1435145,375585,1059560,3833969,90810,,,,,,,,,,,,,,,,10791547,5354112,1455287,377599,1077741,3795969,,10776187,5343287,1459720,383985,1075735,474712,575869,3795351,1119235,2422619,88216,,,,,,9382689,5382024,1515174
1995/09,5364009,1458444,371893,1086551,3799761,105804,,,,,,,,,,,,,,,,10822110,5375870,1484737,382124,1103380,3778975,,10832440,5454624,1554377,387392,1166985,571477,572701,3804389,1157504,2410450,95858,,,,,,9495196,5453620,1574725
1995/10,5342937,1457941,375345,1082596,3788018,96978,,,,,,,,,,,,,,,,10830597,5378036,1508171,385040,1123264,3770314,,10869332,5375078,1505166,387249,1117917,495305,600904,3779721,1158620,2397975,90191,,,,,,9440476,5440377,1572535
1995/11,5375362,1477399,378855,1098544,3795866,102097,,,,,,,,,,,,,,,,10864570,5422867,1526398,388631,1138056,3785942,,10911913,5404036,1530112,389835,1140277,509788,590174,3755874,1138982,2393315,118050,,,,,,9465222,5454180,1571830
1995/12,5487916,1616887,416463,1200424,3754215,116814,,,,,,,,,,,,,,,,10999226,5435877,1538165,390148,1148252,3772693,,10945398,5588043,1715441,462310,1253131,565539,664547,3770423,1131749,2423460,102179,,,,,,9697269,5441822,1573786
1996/01,5458308,1583138,411790,1171348,3771891,103279,9588131,8592378,10884942,2116072,1017998,995753,50625,397731,395629,334,15939,207855,228698,290723,216078,10994945,5444218,1561570,395083,1165863,3766848,10858797,10963709,5420250,1564346,403579,1160767,494048,643189,3747433,1121409,2418726,108471,9545255,8549388,2120167,1008971,995867,9521402,5471460,1609244
1996/02,5414596,1543296,396673,1146623,3744751,126549,9542446,8548994,10860208,2127180,1007218,993452,50329,397280,393177,259,22331,218280,236106,291233,223310,10939808,5455541,1576949,398116,1178310,3751674,10889709,10982157,5435842,1583426,409833,1173593,490864,655190,3702047,1086558,2413866,150369,9566544,8575504,2134193,1005469,991040,9543262,5490935,1619170
1996/03,5477538,1612311,403572,1208739,3687670,177557,9609492,8617903,10920238,2136375,1003990,991589,48260,380514,392566,240,26381,228667,234118,292373,221158,10996462,5476778,1592496,400416,1191680,3731006,10921110,11015698,5587794,1745535,422226,1323309,605184,655238,3636842,1033805,2406695,205417,9721009,8728868,2138558,1002516,992141,9697677,5505013,1648461
1996/04,5509927,1642065,402658,1239407,3674990,192872,9667782,8658824,10989798,2148887,1000010,1008958,46204,372502,392808,165,35807,237933,236597,296223,220172,11060580,5479765,1607238,403299,1204437,3716190,10962217,11042775,5564856,1723603,420916,1302687,593758,674522,3684222,1091122,2404152,157031,9747358,8721580,2159216,997508,1025778,9724670,5536785,1666639
1996/05,5508970,1641005,400941,1240064,3715691,152274,9691274,8667186,11042727,2162179,996037,1024088,46099,382934,391060,63,51403,233895,245999,299591,230963,11098595,5501749,1616400,405247,1210950,3743927,11034700,11092080,5504946,1639939,404618,1235321,522933,642727,3727339,1102067,2405871,137668,9687057,8664656,2165143,994567,1022401,9664626,5530790,1668304
1996/06,5538023,1632539,398874,1233665,3765636,139848,9742814,8714380,11099429,2176489,999868,1028434,46155,384023,390867,176,59168,220477,255749,300589,234933,11151174,5533043,1637288,408925,1227949,3751689,11109287,11153387,5661611,1765387,437251,1328136,579991,717167,3774120,1088659,2421133,122104,9889087,8854619,2187836,1005172,1034468,9865855,5572243,1692784
1996/07,5567904,1652757,411584,1241173,3794230,120917,9795737,8762646,11150319,2191774,1002968,1033091,46732,380511,391647,278,63851,206807,264756,301577,242184,11210958,5540198,1640452,409084,1231051,3762528,11119631,11170219,5571393,1668193,417149,1251044,525624,694106,3784048,1081381,2442197,119152,9799589,8767873,2195714,1000766,1031716,9778811,5579301,1696604
1996/08,5558623,1633594,409810,1223784,3799716,125313,9780043,8760800,11149484,2201448,1000729,1019243,46993,382164,389446,259,69177,213271,268131,302357,248845,11202444,5552916,1654622,412456,1242454,3760333,11144286,11180259,5605056,1688391,419005,1269386,552741,695531,3791281,1088349,2445871,125384,9819705,8812934,2207182,1000696,1006771,9800658,5627999,1732830
1996/09,5546818,1636018,403586,1232432,3782046,128754,9759089,8751877,11160747,2206676,998383,1007212,46616,378609,390004,345,73626,240473,271985,303208,247822,11205158,5566942,1667265,414594,1253533,3761350,11179990,11222788,5592748,1698194,413310,1284884,579843,678408,3761402,1089982,2446207,133152,9802646,8794991,2206171,996072,1007655,9784293,5617287,1734217
1996/10,5537575,1618287,405864,1212423,3771501,147787,9749484,8745712,11165241,2210026,998111,1003772,46705,391752,374823,478,84406,233464,284129,303774,252873,11210639,5579465,1671101,415872,1255798,3755891,11215194,11258564,5556287,1659977,417278,1242699,525832,693780,3750985,1088291,2445468,145325,9770212,8770321,2213880,1000154,999891,9752259,5624393,1735829
1996/11,5543399,1636817,408892,1227925,3756425,150157,9757783,8755333,11214900,2212727,999207,1002450,47161,407795,382822,582,101998,218452,298307,304376,265728,11247537,5591868,1688485,418895,1269804,3746046,11265444,11294118,5631316,1740567,426300,1314267,596703,687964,3744574,1081578,2446559,146175,9848515,8843503,2211575,1000612,1005012,9830187,5663372,1765436
1996/12,5646899,1778671,447886,1330785,3723491,144737,9889153,8883173,11354762,2224963,1011311,1005980,47669,401131,381443,861,99284,225668,309553,304907,271991,11380651,5594490,1701571,421712,1280264,3737511,11299760,11323586,5752981,1881466,490840,1390626,608665,758101,3729952,1046172,2478828,141563,10020296,9013346,2238351,1022014,1006950,10000898,5651462,1773861
1997/01,5622873,1741861,442483,1299378,3732122,148890,9882812,8877198,11351327,2240902,1013423,1005614,48072,400751,380799,805,92358,226244,319486,305471,270704,11390223,5603395,1719364,424878,1293977,3723367,11322074,11358825,5588590,1712915,436223,1276692,518940,733959,3719307,1038339,2479049,156368,9841160,8836879,2243453,1004836,1004281,9824408,5632904,1760608
1997/02,5570659,1694396,425368,1269028,3717350,158913,9826226,8824179,11318447,2248409,1005111,1002047,47963,401740,380786,657,102897,231255,326923,306680,265769,11346813,5609023,1730018,426140,1302961,3721063,11344034,11391364,5593603,1742655,444799,1297856,518580,749617,3684555,1017327,2474348,166393,9852173,8852356,2253365,1005388,999817,9835591,5642454,1777520
1997/03,5624220,1761524,434467,1327057,3665638,197058,9877570,8881917,11406011,2254064,1003633,995653,47551,384418,382133,824,118390,269470,325655,308094,265537,11396792,5623450,1741396,430419,1310462,3710882,11397674,11419870,5698278,1847827,444579,1403248,592761,747100,3613813,957484,2463425,236638,9946412,8954922,2254764,1001880,991490,9929630,5672392,1790992
1997/04,5686081,1786352,431783,1354569,3660812,238917,9948794,8951837,11479995,2264527,1001229,996957,47828,379140,378804,710,137553,257350,329816,313481,262780,11506530,5653218,1748271,432313,1315996,3709666,11451401,11490849,5719765,1857707,447834,1409873,607535,767037,3663535,1022341,2463954,198523,9997061,8994636,2274291,1000580,1002425,9980923,5692402,1800922
1997/05,5678709,1787939,430841,1357098,3691983,198787,9955583,8955282,11467479,2277333,999240,1000301,48086,389256,373483,597,164336,203665,332473,318220,279412,11510328,5667729,1758378,434968,1323549,3723240,11459720,11498403,5746306,1852791,440352,1412439,624420,750805,3712189,1041430,2467349,181326,10022766,9024587,2280376,997905,998179,10007051,5751387,1861060
1997/06,5696622,1770008,428529,1341479,3750955,175659,9986916,8991087,11473487,2291929,1002536,995829,47192,385355,371756,653,175254,191247,315114,318456,275931,11520849,5690492,1771251,438548,1332527,3737030,11485151,11516341,5773311,1859758,455802,1403956,563026,803643,3759726,1026094,2484521,153827,10077445,9083965,2303483,1007171,993480,10060853,5733636,1824443
1997/07,5736651,1787602,442466,1345136,3788078,160971,10041170,9050257,11490249,2307655,1005951,990913,46533,381776,368515,747,168062,179848,303598,318977,263631,11572616,5709752,1773670,440548,1332836,3755176,11466467,11529676,5746954,1803042,448261,1354781,537225,783546,3776196,1017457,2508342,167716,10051862,9063515,2311827,1004734,988347,10037366,5752231,1832897
1997/08,5737015,1769689,440129,1329560,3792114,175212,10046113,9060280,11498212,2318076,1005189,985833,46391,383609,366377,822,174046,176750,304104,319647,257933,11590855,5730242,1790179,443437,1347057,3752049,11493514,11560259,5775838,1827641,451932,1375709,565179,786330,3786088,1029708,2511399,162109,10089129,9105810,2324326,1005646,983319,10075675,5763844,1842908
1997/09,5710055,1762703,433552,1329151,3771403,175949,10021227,9037209,11510017,2323652,1003502,984018,45541,380265,364540,952,190724,200981,305787,320683,253239,11564376,5738756,1798072,445279,1353949,3751577,11534234,11588539,5722228,1804410,441863,1362547,567588,767066,3744883,1014574,2514083,172935,10031287,9046568,2322980,1001360,984719,10018146,5762461,1850330
1997/10,5697060,1745440,436974,1308466,3762470,189150,10011041,9027304,11540212,2327416,1002828,983737,45142,385997,364573,819,216534,209714,306392,321333,253091,11567666,5744288,1799241,446845,1352994,3748762,11594046,11625338,5710630,1788300,452243,1336057,531988,782207,3741766,1022800,2515321,180564,10029198,9046441,2331852,1003959,982757,10016710,5778893,1868676
1997/11,5718650,1782914,444530,1338384,3745331,190405,10037819,9059055,11553013,2335869,1004536,978764,45226,383834,358931,589,226632,190961,309021,321671,246683,11613934,5769540,1836943,454854,1382391,3734840,11606701,11663130,5822988,1912700,473891,1438809,623555,784751,3728071,1016184,2508327,182217,10142424,9167651,2339885,1004778,974773,10129316,5817166,1905588
1997/12,5860293,1936636,489046,1447590,3725464,198193,10206136,9237450,11693170,2362699,1014458,968686,45059,360194,353621,758,227155,191912,308335,322648,238151,11760810,5807569,1863835,462680,1401401,3734726,11635399,11701205,5974938,2042832,527328,1515504,626417,865163,3741124,1000066,2544479,190982,10347194,9384594,2385514,1024142,962600,10323616,5861856,1929343
1998/01,5873288,1910186,483899,1426287,3755286,207816,10241041,9280408,11701828,2390208,1016912,960633,44764,349132,345980,792,225178,190703,304238,323780,235023,11762702,5847675,1888631,465587,1422636,3742410,11666460,11731896,5880468,1929754,483797,1445957,583061,839292,3741930,1004809,2547030,208784,10243727,9285057,2394903,1009686,958670,10227220,5911671,1967401
1998/02,5849372,1869331,469232,1400099,3749193,230848,10218698,9261513,11678421,2401563,1010578,957185,44594,346910,343786,760,230369,193592,299712,324610,237866,11722304,5885351,1908067,469310,1436914,3748743,11698366,11767017,5926304,1966199,492634,1473565,590915,856557,3738212,1011916,2547048,221893,10301693,9345992,2408223,1011465,955701,10289170,5962835,1987261
1998/03,5878128,1913864,475566,1438298,3719458,244806,10252449,9297175,11729662,2410075,1008972,955274,43278,336404,333809,890,259988,209360,293484,326116,228055,11741656,5878176,1894735,470934,1423339,3765704,11713597,11766885,5897978,1979862,483088,1496774,592243,847493,3657903,933769,2542977,260213,10271235,9316386,2411926,1006482,954849,10252990,5882034,1932194
1998/04,5892568,1930923,471217,1459706,3694454,267191,10283231,9322934,11752516,2421662,1008704,960297,41720,342503,327692,708,263293,200773,292596,328653,222219,11780048,5857971,1889185,471414,1416843,3749035,11723712,11767253,5914283,1996465,486038,1510427,608531,859756,3695169,983695,2543655,222649,10320064,9354316,2431397,1008636,965748,10302212,5889171,1942958
1998/05,5901628,1931436,469759,1461677,3723309,246883,10305961,9343089,11751871,2434352,1007109,962872,42023,362375,323094,427,240975,179749,297267,329816,220197,11837830,5884900,1894642,473352,1422345,3757125,11748140,11823594,5968355,1987704,479848,1507856,631250,840186,3756129,1007336,2546265,224522,10372230,9412230,2437308,1006567,960000,10360409,5928681,1955002
1998/06,5892248,1901492,465169,1436323,3779908,210848,10310229,9352738,11760658,2450107,1010383,957491,42324,369407,321656,1966,234439,177059,303578,329683,215962,11876888,5886293,1897537,475526,1422837,3767859,11778428,11867110,5968279,1993157,489601,1503556,569559,900342,3793358,993120,2563289,181764,10402544,9447560,2462908,1016373,954984,10389689,5933649,1961143
1998/07,5940034,1932196,480263,1451933,3814600,193238,10375866,9420993,11846426,2467130,1013829,954873,42057,369908,315677,6503,250644,180546,305225,329785,216886,11956715,5912800,1915323,478884,1436636,3782626,11827831,11908238,5954450,1941039,486743,1454296,549438,873720,3825233,1006695,2585830,188178,10391700,9436935,2471353,1011132,954765,10380319,5953042,1965656
1998/08,5955504,1909010,476835,1432175,3836720,209774,10394935,9442458,11886061,2477248,1009706,952477,41881,371378,311758,16829,251571,190537,307172,330054,212325,11989710,5949530,1928936,480989,1448479,3796987,11877204,11948677,5929975,1917923,482236,1435687,537391,869747,3822195,1007805,2587940,189857,10372325,9422133,2483142,1009016,950192,10361867,5974597,1976759
1998/09,5926977,1896172,471540,1424632,3823236,207569,10366909,9416264,11879132,2483382,1005905,950645,42118,368906,307812,22227,246962,219756,304442,330787,226199,11942353,5962872,1935902,483768,1453310,3804245,11903965,11970580,5931172,1939053,480449,1458604,578972,849940,3807274,1015833,2591909,184845,10369565,9418464,2483621,1003671,951101,10359237,5969878,1981495
1998/10,5917757,1896088,476163,1419925,3821639,200030,10363991,9411204,11866205,2488665,1004782,952787,42366,372966,303916,23367,246439,225674,287486,331473,237004,11919078,5966535,1950754,485598,1465422,3809372,11922698,11986390,5995187,1978249,492730,1485519,599109,866033,3824786,1042934,2590312,192152,10449914,9495438,2493710,1006541,954476,10439902,6054235,2047769
1998/11,5965715,1920462,478880,1441582,3835305,209948,10418803,9464352,11893256,2493449,1005188,954451,42253,377676,298468,28891,232868,215291,279006,331390,231386,11977769,6018999,1977757,488769,1488572,3824807,11951936,12031655,6002042,1975236,489787,1485449,593317,847399,3826062,1043147,2593758,200744,10452933,9498504,2493189,1003273,954429,10441752,6050320,2014814
1998/12,6089118,2047292,509370,1537922,3839413,202413,10570171,9612868,12046057,2510181,1013569,957303,42505,369315,294753,27974,234916,227127,279296,331663,237617,12126310,6037997,1982784,484417,1498909,3844516,11986549,12067186,6188770,2135835,543218,1592617,651103,914211,3860772,1044589,2634303,192163,10698855,9738676,2527174,1022732,960179,10687318,6075116,2030503
1999/01,6083064,2008261,501338,1506923,3868270,206533,10585545,9627102,12063181,2528171,1015867,958443,43206,367287,292202,24312,239382,239093,272154,332372,240461,12130020,6054645,1989502,483646,1505885,3850821,12023233,12103799,6090046,2029750,505187,1524563,617029,889656,3856699,1043043,2637371,203597,10585748,9629039,2529167,1009826,956709,10575304,6082086,2038443
1999/02,6050163,1975637,489283,1486354,3857711,216815,10553549,9593798,12036518,2533559,1010076,959751,43530,369926,293449,24112,234820,245352,271780,332989,232967,12113789,6083229,2015466,489435,1524080,3853709,12053773,12156999,6125764,2085835,513913,1571922,630430,917043,3836020,1031419,2636667,203909,10638193,9675397,2537951,1011682,962796,10627892,6121192,2073375
1999/03,6095137,2067297,495645,1571652,3797669,230171,10604511,9640534,12116263,2535862,1009535,963977,42314,367657,294106,23562,242040,257832,284241,334793,237302,12186072,6099703,2050544,491464,1559162,3842154,12093760,12209571,6120707,2125138,502256,1622882,654119,900862,3740157,953710,2629671,255412,10627099,9661938,2533773,1007458,965161,10615447,6101835,2077387
1999/04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999/07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999/09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
