データコード,FM08'FXERM06,FM08'FXERM07,FM08'FXERM08,FM08'FXERM09,FM08'FXERM05,FM08'FXERM03,FM08'FXERM11,FM08'FXERM15,FM08'FXERM23,FM08'FXERM27,FM08'FXERM31,FM08'FXERM32,FM08'FXERM33,FM08'FXERM34,FM08'FXAR@01,FM08'FXAR@02,FM08'FXARUSGB
1949/12,,,,,,,,,,,,,,,,,
1950/01,,,,,,,,,,,,,,,,,
1950/02,,,,,,,,,,,,,,,,,
1950/03,,,,,,,,,,,,,,,,,
1950/04,,,,,,,,,,,,,,,,,
1950/05,,,,,,,,,,,,,,,,,
1950/06,,,,,,,,,,,,,,,,,
1950/07,,,,,,,,,,,,,,,,,
1950/08,,,,,,,,,,,,,,,,,
1950/09,,,,,,,,,,,,,,,,,
1950/10,,,,,,,,,,,,,,,,,
1950/11,,,,,,,,,,,,,,,,,
1950/12,,,,,,,,,,,,,,,,,
1951/01,,,,,,,,,,,,,,,,,
1951/02,,,,,,,,,,,,,,,,,
1951/03,,,,,,,,,,,,,,,,,
1951/04,,,,,,,,,,,,,,,,,
1951/05,,,,,,,,,,,,,,,,,
1951/06,,,,,,,,,,,,,,,,,
1951/07,,,,,,,,,,,,,,,,,
1951/08,,,,,,,,,,,,,,,,,
1951/09,,,,,,,,,,,,,,,,,
1951/10,,,,,,,,,,,,,,,,,
1951/11,,,,,,,,,,,,,,,,,
1951/12,,,,,,,,,,,,,,,,,
1952/01,,,,,,,,,,,,,,,,,
1952/02,,,,,,,,,,,,,,,,,
1952/03,,,,,,,,,,,,,,,,,
1952/04,,,,,,,,,,,,,,,,,
1952/05,,,,,,,,,,,,,,,,,
1952/06,,,,,,,,,,,,,,,,,
1952/07,,,,,,,,,,,,,,,,,
1952/08,,,,,,,,,,,,,,,,,
1952/09,,,,,,,,,,,,,,,,,
1952/10,,,,,,,,,,,,,,,,,
1952/11,,,,,,,,,,,,,,,,,
1952/12,,,,,,,,,,,,,,,,,
1953/01,,,,,,,,,,,,,,,,,
1953/02,,,,,,,,,,,,,,,,,
1953/03,,,,,,,,,,,,,,,,,
1953/04,,,,,,,,,,,,,,,,,
1953/05,,,,,,,,,,,,,,,,,
1953/06,,,,,,,,,,,,,,,,,
1953/07,,,,,,,,,,,,,,,,,
1953/08,,,,,,,,,,,,,,,,,
1953/09,,,,,,,,,,,,,,,,,
1953/10,,,,,,,,,,,,,,,,,
1953/11,,,,,,,,,,,,,,,,,
1953/12,,,,,,,,,,,,,,,,,
1954/01,,,,,,,,,,,,,,,,,
1954/02,,,,,,,,,,,,,,,,,
1954/03,,,,,,,,,,,,,,,,,
1954/04,,,,,,,,,,,,,,,,,
1954/05,,,,,,,,,,,,,,,,,
1954/06,,,,,,,,,,,,,,,,,
1954/07,,,,,,,,,,,,,,,,,
1954/08,,,,,,,,,,,,,,,,,
1954/09,,,,,,,,,,,,,,,,,
1954/10,,,,,,,,,,,,,,,,,
1954/11,,,,,,,,,,,,,,,,,
1954/12,,,,,,,,,,,,,,,,,
1955/01,,,,,,,,,,,,,,,,,
1955/02,,,,,,,,,,,,,,,,,
1955/03,,,,,,,,,,,,,,,,,
1955/04,,,,,,,,,,,,,,,,,
1955/05,,,,,,,,,,,,,,,,,
1955/06,,,,,,,,,,,,,,,,,
1955/07,,,,,,,,,,,,,,,,,
1955/08,,,,,,,,,,,,,,,,,
1955/09,,,,,,,,,,,,,,,,,
1955/10,,,,,,,,,,,,,,,,,
1955/11,,,,,,,,,,,,,,,,,
1955/12,,,,,,,,,,,,,,,,,
1956/01,,,,,,,,,,,,,,,,,
1956/02,,,,,,,,,,,,,,,,,
1956/03,,,,,,,,,,,,,,,,,
1956/04,,,,,,,,,,,,,,,,,
1956/05,,,,,,,,,,,,,,,,,
1956/06,,,,,,,,,,,,,,,,,
1956/07,,,,,,,,,,,,,,,,,
1956/08,,,,,,,,,,,,,,,,,
1956/09,,,,,,,,,,,,,,,,,
1956/10,,,,,,,,,,,,,,,,,
1956/11,,,,,,,,,,,,,,,,,
1956/12,,,,,,,,,,,,,,,,,
1957/01,,,,,,,,,,,,,,,,,
1957/02,,,,,,,,,,,,,,,,,
1957/03,,,,,,,,,,,,,,,,,
1957/04,,,,,,,,,,,,,,,,,
1957/05,,,,,,,,,,,,,,,,,
1957/06,,,,,,,,,,,,,,,,,
1957/07,,,,,,,,,,,,,,,,,
1957/08,,,,,,,,,,,,,,,,,
1957/09,,,,,,,,,,,,,,,,,
1957/10,,,,,,,,,,,,,,,,,
1957/11,,,,,,,,,,,,,,,,,
1957/12,,,,,,,,,,,,,,,,,
1958/01,,,,,,,,,,,,,,,,,
1958/02,,,,,,,,,,,,,,,,,
1958/03,,,,,,,,,,,,,,,,,
1958/04,,,,,,,,,,,,,,,,,
1958/05,,,,,,,,,,,,,,,,,
1958/06,,,,,,,,,,,,,,,,,
1958/07,,,,,,,,,,,,,,,,,
1958/08,,,,,,,,,,,,,,,,,
1958/09,,,,,,,,,,,,,,,,,
1958/10,,,,,,,,,,,,,,,,,
1958/11,,,,,,,,,,,,,,,,,
1958/12,,,,,,,,,,,,,,,,,
1959/01,,,,,,,,,,,,,,,,,
1959/02,,,,,,,,,,,,,,,,,
1959/03,,,,,,,,,,,,,,,,,
1959/04,,,,,,,,,,,,,,,,,
1959/05,,,,,,,,,,,,,,,,,
1959/06,,,,,,,,,,,,,,,,,
1959/07,,,,,,,,,,,,,,,,,
1959/08,,,,,,,,,,,,,,,,,
1959/09,,,,,,,,,,,,,,,,,
1959/10,,,,,,,,,,,,,,,,,
1959/11,,,,,,,,,,,,,,,,,
1959/12,,,,,,,,,,,,,,,,,
1960/01,,,,,,,,,,,,,,,,,
1960/02,,,,,,,,,,,,,,,,,
1960/03,,,,,,,,,,,,,,,,,
1960/04,,,,,,,,,,,,,,,,,
1960/05,,,,,,,,,,,,,,,,,
1960/06,,,,,,,,,,,,,,,,,
1960/07,,,,,,,,,,,,,,,,,
1960/08,,,,,,,,,,,,,,,,,
1960/09,,,,,,,,,,,,,,,,,
1960/10,,,,,,,,,,,,,,,,,
1960/11,,,,,,,,,,,,,,,,,
1960/12,,,,,,,,,,,,,,,,,
1961/01,,,,,,,,,,,,,,,,,
1961/02,,,,,,,,,,,,,,,,,
1961/03,,,,,,,,,,,,,,,,,
1961/04,,,,,,,,,,,,,,,,,
1961/05,,,,,,,,,,,,,,,,,
1961/06,,,,,,,,,,,,,,,,,
1961/07,,,,,,,,,,,,,,,,,
1961/08,,,,,,,,,,,,,,,,,
1961/09,,,,,,,,,,,,,,,,,
1961/10,,,,,,,,,,,,,,,,,
1961/11,,,,,,,,,,,,,,,,,
1961/12,,,,,,,,,,,,,,,,,
1962/01,,,,,,,,,,,,,,,,,
1962/02,,,,,,,,,,,,,,,,,
1962/03,,,,,,,,,,,,,,,,,
1962/04,,,,,,,,,,,,,,,,,
1962/05,,,,,,,,,,,,,,,,,
1962/06,,,,,,,,,,,,,,,,,
1962/07,,,,,,,,,,,,,,,,,
1962/08,,,,,,,,,,,,,,,,,
1962/09,,,,,,,,,,,,,,,,,
1962/10,,,,,,,,,,,,,,,,,
1962/11,,,,,,,,,,,,,,,,,
1962/12,,,,,,,,,,,,,,,,,
1963/01,,,,,,,,,,,,,,,,,
1963/02,,,,,,,,,,,,,,,,,
1963/03,,,,,,,,,,,,,,,,,
1963/04,,,,,,,,,,,,,,,,,
1963/05,,,,,,,,,,,,,,,,,
1963/06,,,,,,,,,,,,,,,,,
1963/07,,,,,,,,,,,,,,,,,
1963/08,,,,,,,,,,,,,,,,,
1963/09,,,,,,,,,,,,,,,,,
1963/10,,,,,,,,,,,,,,,,,
1963/11,,,,,,,,,,,,,,,,,
1963/12,,,,,,,,,,,,,,,,,
1964/01,,,,,,,,,,,,,,,,,
1964/02,,,,,,,,,,,,,,,,,
1964/03,,,,,,,,,,,,,,,,,
1964/04,,,,,,,,,,,,,,,,,
1964/05,,,,,,,,,,,,,,,,,
1964/06,,,,,,,,,,,,,,,,,
1964/07,,,,,,,,,,,,,,,,,
1964/08,,,,,,,,,,,,,,,,,
1964/09,,,,,,,,,,,,,,,,,
1964/10,,,,,,,,,,,,,,,,,
1964/11,,,,,,,,,,,,,,,,,
1964/12,,,,,,,,,,,,,,,,,
1965/01,,,,,,,,,,,,,,,,,
1965/02,,,,,,,,,,,,,,,,,
1965/03,,,,,,,,,,,,,,,,,
1965/04,,,,,,,,,,,,,,,,,
1965/05,,,,,,,,,,,,,,,,,
1965/06,,,,,,,,,,,,,,,,,
1965/07,,,,,,,,,,,,,,,,,
1965/08,,,,,,,,,,,,,,,,,
1965/09,,,,,,,,,,,,,,,,,
1965/10,,,,,,,,,,,,,,,,,
1965/11,,,,,,,,,,,,,,,,,
1965/12,,,,,,,,,,,,,,,,,
1966/01,,,,,,,,,,,,,,,,,
1966/02,,,,,,,,,,,,,,,,,
1966/03,,,,,,,,,,,,,,,,,
1966/04,,,,,,,,,,,,,,,,,
1966/05,,,,,,,,,,,,,,,,,
1966/06,,,,,,,,,,,,,,,,,
1966/07,,,,,,,,,,,,,,,,,
1966/08,,,,,,,,,,,,,,,,,
1966/09,,,,,,,,,,,,,,,,,
1966/10,,,,,,,,,,,,,,,,,
1966/11,,,,,,,,,,,,,,,,,
1966/12,,,,,,,,,,,,,,,,,
1967/01,,,,,,,,,,,,,,,,,
1967/02,,,,,,,,,,,,,,,,,
1967/03,,,,,,,,,,,,,,,,,
1967/04,,,,,,,,,,,,,,,,,
1967/05,,,,,,,,,,,,,,,,,
1967/06,,,,,,,,,,,,,,,,,
1967/07,,,,,,,,,,,,,,,,,
1967/08,,,,,,,,,,,,,,,,,
1967/09,,,,,,,,,,,,,,,,,
1967/10,,,,,,,,,,,,,,,,,
1967/11,,,,,,,,,,,,,,,,,
1967/12,,,,,,,,,,,,,,,,,
1968/01,,,,,,,,,,,,,,,,,
1968/02,,,,,,,,,,,,,,,,,
1968/03,,,,,,,,,,,,,,,,,
1968/04,,,,,,,,,,,,,,,,,
1968/05,,,,,,,,,,,,,,,,,
1968/06,,,,,,,,,,,,,,,,,
1968/07,,,,,,,,,,,,,,,,,
1968/08,,,,,,,,,,,,,,,,,
1968/09,,,,,,,,,,,,,,,,,
1968/10,,,,,,,,,,,,,,,,,
1968/11,,,,,,,,,,,,,,,,,
1968/12,,,,,,,,,,,,,,,,,
1969/01,,,,,,,,,,,,,,,,,
1969/02,,,,,,,,,,,,,,,,,
1969/03,,,,,,,,,,,,,,,,,
1969/04,,,,,,,,,,,,,,,,,
1969/05,,,,,,,,,,,,,,,,,
1969/06,,,,,,,,,,,,,,,,,
1969/07,,,,,,,,,,,,,,,,,
1969/08,,,,,,,,,,,,,,,,,
1969/09,,,,,,,,,,,,,,,,,
1969/10,,,,,,,,,,,,,,,,,
1969/11,,,,,,,,,,,,,,,,,
1969/12,,,,,,,,,,,,,,,,,
1970/01,,,,,,,,,,,,,,,,,
1970/02,,,,,,,,,,,,,,,,,
1970/03,,,,,,,,,,,,,,,,,
1970/04,,,,,,,,,,,,,,,,,
1970/05,,,,,,,,,,,,,,,,,
1970/06,,,,,,,,,,,,,,,,,
1970/07,,,,,,,,,,,,,,,,,
1970/08,,,,,,,,,,,,,,,,,
1970/09,,,,,,,,,,,,,,,,,
1970/10,,,,,,,,,,,,,,,,,
1970/11,,,,,,,,,,,,,,,,,
1970/12,,,,,,,,,,,,,,,,,
1971/01,,,,,,,,,,-0.59,,,,,,,
1971/02,,,,,,,,,,-1,,,,,,,
1971/03,,,,,,,,,,-1.37,,,,,,,
1971/04,,,,,,,,,,-1.73,,,,,,,
1971/05,,,,,,,,,,-2.44,,,,,,,
1971/06,,,,,,,,,,-2.22,,,,,,,
1971/07,,,,,,,,,,-2.9,,,,,,,
1971/08,,,,,,,,,,NA,,,,,,,
1971/09,,,,,,,,,,-8.62,,,,,,,
1971/10,,,,,,,,,,-7.95,,,,,,,
1971/11,,,,,,,,,,-12.01,,,,,,,
1971/12,,,,,,,,,,-3.88,,,,,,,
1972/01,,,,,,,,,,-3.21,,,,,,,
1972/02,,,,,,,,,,-3.15,,,,,,,
1972/03,,,,,,,,,,-7.08,,,,,,,
1972/04,,,,,,,,,,-3.83,,,,,,,
1972/05,,,,,,,,,,-1.82,,,,,,,
1972/06,,,,,,,,,,-5.91,,,,,,,
1972/07,,,,,,,,,,-7.05,,,,,,,
1972/08,,,,,,,,,,-6.56,,,,,,,
1972/09,,,,,,,,,,-5.17,,,,,,,
1972/10,,,,,,,,,,-14.34,,,,,,,
1972/11,,,,,,,,,,-8.32,,,,,,,
1972/12,,,,,,,,,,-8.99,,,,,,,
1973/01,301.15,301.93,,,,,,,,-5.96,,,,,,,
1973/02,270,279.48,,,,,,,,NA,,,,,,,
1973/03,265.83,265.26,,,,,,,,-8.41,,,,,,,
1973/04,265.5,265.52,,,,,,,,-2.07,,,,,,,
1973/05,264.95,264.73,,,,,,,,-3.56,,,,,,,
1973/06,265.3,264.7,,,,,,,,-6.66,,,,,,,
1973/07,263.45,264.41,,,,,,,,-11.75,,,,,,,
1973/08,265.3,265.11,,,,,,,,-3.95,,,,,,,
1973/09,265.7,265.49,,,,,,,,-1.88,,,,,,,
1973/10,266.68,266.32,,,,,,,,7.75,,,,,,,
1973/11,279,277.05,,,,,,,,17.14,,,,,,,
1973/12,280,280,,,,,,,,31.43,,,,,,,
1974/01,299,298.64,,,,,,,,14.05,,,,,,,
1974/02,287.6,291.24,,,,,,,,23.92,,,,,,,
1974/03,276,282.58,,,,,,,,26.9,,,,,,,
1974/04,279.75,277.78,,,,,,,,5.15,,,,,,,
1974/05,281.9,278.93,,,,,,,,1.99,,,,,,,
